nonce,7, at Sun Mar 11 03:01:22 UTC 2018,9396 total (317 in the last 30 days)
nondeterminism,2, at Mon Oct 19 18:20:24 UTC 2015,2079 total (117 in the last 30 days)
non-empty,10, at Thu May 23 20:21:30 UTC 2019,6632 total (366 in the last 30 days)
nonempty-containers,6, at Tue Dec  3 10:34:02 UTC 2019,2103 total (359 in the last 30 days)
nonemptymap,4, at Sat Nov 10 16:21:55 UTC 2018,1535 total (132 in the last 30 days)
non-empty-sequence,2, at Wed Nov 13 15:38:54 UTC 2019,1436 total (121 in the last 30 days)
non-negative,11, at Fri Feb 16 21:46:38 UTC 2018,9738 total (400 in the last 30 days)
not-gloss,33, at Wed Jun  8 20:40:57 UTC 2016,16027 total (968 in the last 30 days)
no-value,0, at Sun Jul 28 22:46:13 UTC 2019,242 total (45 in the last 30 days)
nowdoc,5, at Thu Sep  6 06:14:24 UTC 2018,1756 total (254 in the last 30 days)
nqe,8, at Tue Oct  9 17:41:22 UTC 2018,2760 total (297 in the last 30 days)
nsis,12, at Wed May 15 12:57:58 UTC 2019,7895 total (408 in the last 30 days)
numbers,18, at Mon May 14 18:54:40 UTC 2018,15469 total (608 in the last 30 days)
numeric-extras,5, at Mon Sep 28 00:13:40 UTC 2015,5643 total (196 in the last 30 days)
numeric-prelude,25, at Sat Sep  1 10:25:04 UTC 2018,16968 total (1115 in the last 30 days)
numhask,21, at Sat Feb  1 06:30:37 UTC 2020,7905 total (608 in the last 30 days)
NumInstances,3, at Fri Sep 26 21:04:14 UTC 2014,32899 total (278 in the last 30 days)
numtype-dk,2, at Thu Jul 26 19:28:55 UTC 2018,3901 total (225 in the last 30 days)
nuxeo,12, at Wed Oct 31 22:02:33 UTC 2018,3018 total (214 in the last 30 days)
nvim-hs,21, at Tue Jun  4 08:31:53 UTC 2019,6960 total (252 in the last 30 days)
nvim-hs-contrib,4, at Sun Mar 10 16:44:29 UTC 2019,2226 total (180 in the last 30 days)
nvvm,7, at Tue Oct  2 15:00:59 UTC 2018,3731 total (291 in the last 30 days)
oauthenticated,9, at Mon Mar  5 20:48:53 UTC 2018,5348 total (291 in the last 30 days)
ObjectName,4, at Tue Dec 22 08:32:43 UTC 2015,14092 total (377 in the last 30 days)
oblivious-transfer,0, at Wed Nov 21 12:53:22 UTC 2018,433 total (52 in the last 30 days)
odbc,10, at Tue Sep 18 15:44:42 UTC 2018,3665 total (451 in the last 30 days)
oeis,15, at Fri Jan 24 22:18:06 UTC 2020,13779 total (490 in the last 30 days)
oeis2,4, at Sat Sep  7 17:07:08 UTC 2019,1279 total (183 in the last 30 days)
ofx,5, at Sat Oct 19 17:22:10 UTC 2019,3913 total (201 in the last 30 days)
old-locale,7, at Fri Nov 21 11:00:14 UTC 2014,116483 total (429 in the last 30 days)
old-time,10, at Fri Nov 21 10:59:52 UTC 2014,103808 total (851 in the last 30 days)
once,3, at Sat Dec  1 21:06:30 UTC 2018,1895 total (171 in the last 30 days)
one-liner,19, at Sun Mar  4 19:33:35 UTC 2018,11788 total (526 in the last 30 days)
one-liner-instances,4, at Sat Apr 21 07:47:05 UTC 2018,1117 total (54 in the last 30 days)
OneTuple,4, at Sat May 12 22:15:57 UTC 2018,15239 total (297 in the last 30 days)
Only,0, at Mon Jun 12 20:31:23 UTC 2017,11616 total (308 in the last 30 days)
oo-prototypes,0, at Mon Aug 25 04:31:44 UTC 2014,5782 total (55 in the last 30 days)
opaleye,26, at Tue Sep 10 06:07:37 UTC 2019,14642 total (666 in the last 30 days)
OpenAL,15, at Mon Jun 10 16:04:48 UTC 2019,13594 total (794 in the last 30 days)
open-browser,6, at Tue Jan  5 08:34:54 UTC 2016,8885 total (292 in the last 30 days)
openexr-write,2, at Sat Aug 18 21:57:21 UTC 2018,1458 total (83 in the last 30 days)
OpenGL,35, at Mon May  6 12:03:03 UTC 2019,62900 total (1752 in the last 30 days)
OpenGLRaw,41, at Sun Dec  8 17:41:40 UTC 2019,56394 total (2086 in the last 30 days)
openpgp-asciiarmor,3, at Sun Jun 30 15:24:55 UTC 2019,3241 total (186 in the last 30 days)
opensource,1, at Fri Oct 12 02:20:30 UTC 2018,1177 total (83 in the last 30 days)
openssl-streams,9, at Mon Jan 28 21:57:50 UTC 2019,10841 total (318 in the last 30 days)
open-witness,4, at Wed Aug  2 09:36:02 UTC 2017,2919 total (175 in the last 30 days)
operational,14, at Mon Nov 21 16:57:25 UTC 2016,20224 total (471 in the last 30 days)
operational-class,4, at Sun Jul 12 14:56:43 UTC 2015,2762 total (141 in the last 30 days)
optional-args,2, at Wed Feb 14 02:58:31 UTC 2018,6408 total (219 in the last 30 days)
options,6, at Tue Jan 13 06:05:42 UTC 2015,8851 total (254 in the last 30 days)
optparse-applicative,39, at Thu Sep 12 11:55:15 UTC 2019,213948 total (2169 in the last 30 days)
optparse-enum,0, at Sun Jul 21 17:14:58 UTC 2019,202 total (30 in the last 30 days)
optparse-generic,14, at Thu Jan  9 16:44:03 UTC 2020,9254 total (459 in the last 30 days)
optparse-simple,8, at Tue Apr 23 08:54:15 UTC 2019,15569 total (532 in the last 30 days)
optparse-text,1, at Sun Jun 26 10:48:27 UTC 2016,2583 total (93 in the last 30 days)
ordered-containers,5, at Fri Jul  5 13:21:20 UTC 2019,2470 total (240 in the last 30 days)
oset,4, at Sat Feb  9 16:21:24 UTC 2019,1344 total (171 in the last 30 days)
overhang,0, at Fri Feb  2 03:48:09 UTC 2018,618 total (60 in the last 30 days)
packcheck,7, at Fri Jun 28 12:38:36 UTC 2019,2490 total (220 in the last 30 days)
pager,1, at Sat May 16 18:47:45 UTC 2015,1440 total (61 in the last 30 days)
pagination,3, at Mon Jul 31 07:51:00 UTC 2017,2169 total (135 in the last 30 days)
pairing,11, at Fri Sep 27 16:16:01 UTC 2019,2840 total (312 in the last 30 days)
palette,8, at Fri Feb 22 23:50:41 UTC 2019,5157 total (265 in the last 30 days)
pandoc,141, at Sun Feb 16 15:19:51 UTC 2020,204500 total (8573 in the last 30 days)
pandoc-citeproc,93, at Sun Feb 16 05:50:56 UTC 2020,72702 total (4056 in the last 30 days)
pandoc-csv2table,8, at Mon Jan 27 08:54:52 UTC 2020,4433 total (290 in the last 30 days)
pandoc-markdown-ghci-filter,0, at Sat Jul  6 14:21:48 UTC 2019,201 total (16 in the last 30 days)
pandoc-pyplot,20, at Mon Dec  2 18:45:18 UTC 2019,3908 total (586 in the last 30 days)
pandoc-types,55, at Tue Nov 12 16:35:29 UTC 2019,114113 total (2130 in the last 30 days)
pantry,6, at Tue Mar 10 07:29:15 UTC 2020,1945 total (441 in the last 30 days)
parallel,19, at Fri Jul 13 16:34:00 UTC 2018,164890 total (1043 in the last 30 days)
parallel-io,11, at Mon Dec 24 15:43:58 UTC 2012,28811 total (458 in the last 30 days)
paripari,7, at Tue Oct 15 16:50:46 UTC 2019,2157 total (226 in the last 30 days)
parseargs,15, at Thu Feb  7 09:27:02 UTC 2019,14997 total (393 in the last 30 days)
parsec,20, at Sat Aug 10 10:37:28 UTC 2019,363426 total (1488 in the last 30 days)
parsec-class,0, at Sat Jul  7 08:50:53 UTC 2018,605 total (60 in the last 30 days)
parsec-numbers,6, at Fri Sep  5 12:51:24 UTC 2014,6476 total (303 in the last 30 days)
parsec-numeric,0, at Sat Jan  7 05:47:11 UTC 2017,847 total (72 in the last 30 days)
ParsecTools,0, at Wed Sep 22 22:13:18 UTC 2010,1797 total (39 in the last 30 days)
parser-combinators,11, at Fri Nov  8 11:40:18 UTC 2019,19367 total (825 in the last 30 days)
parser-combinators-tests,3, at Fri Nov  8 11:41:21 UTC 2019,834 total (147 in the last 30 days)
parsers,37, at Thu May  2 18:18:06 UTC 2019,65423 total (1166 in the last 30 days)
partial-handler,5, at Mon Feb 12 14:44:13 UTC 2018,4579 total (205 in the last 30 days)
partial-isomorphisms,3, at Fri May 12 17:15:29 UTC 2017,3230 total (149 in the last 30 days)
partial-semigroup,12, at Wed May 15 03:31:23 UTC 2019,5014 total (353 in the last 30 days)
password,2, at Sun Jan 26 01:24:33 UTC 2020,481 total (110 in the last 30 days)
password-instances,4, at Sun Jan 26 01:24:35 UTC 2020,965 total (173 in the last 30 days)
path,22, at Sun Dec 29 12:30:29 UTC 2019,21642 total (899 in the last 30 days)
path-extra,11, at Wed Apr 11 14:53:54 UTC 2018,4087 total (250 in the last 30 days)
path-io,19, at Sat Oct 12 21:02:25 UTC 2019,17491 total (855 in the last 30 days)
path-pieces,9, at Wed Oct 28 06:29:06 UTC 2015,62882 total (482 in the last 30 days)
path-text-utf8,4, at Thu Nov 22 04:39:27 UTC 2018,2343 total (173 in the last 30 days)
pathtype,16, at Sat Feb 17 11:40:40 UTC 2018,9448 total (620 in the last 30 days)
pathwalk,8, at Wed Oct 28 15:08:16 UTC 2015,4466 total (229 in the last 30 days)
pattern-arrows,1, at Sat Mar 29 16:11:25 UTC 2014,12629 total (115 in the last 30 days)
pcf-font,4, at Sat Sep 23 20:16:34 UTC 2017,2252 total (106 in the last 30 days)
pcf-font-embed,2, at Tue Feb 27 00:07:36 UTC 2018,1420 total (95 in the last 30 days)
pcg-random,10, at Sat May 18 13:42:59 UTC 2019,5478 total (327 in the last 30 days)
pcre-heavy,9, at Tue Mar 15 21:42:59 UTC 2016,7177 total (311 in the last 30 days)
pcre-light,11, at Wed Nov 13 07:58:37 UTC 2019,24154 total (505 in the last 30 days)
